firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons
J-Sainsbury,2021-01-08, Manager,Current Employee,"Liverpool, England, England",3,3.0,2.0,5.0,3.0,3.0,2.0,x,x,r,Not what it used to be,Some good peioke still left,"Physical customer doesn't matter any more,"
J-Sainsbury,2021-02-10, Counter Assistant,"Former Employee, more than 3 years","London, England, England",4,4.0,2.0,5.0,3.0,4.0,2.0,v,r,v,Good stable job with good salary,Hours and overtime are always available and you get to meet people from all walks of life.,The job can get a bit too boring
J-Sainsbury,2020-10-12, Customer Assistant,"Former Employee, less than 1 year","London, England, England",3,4.0,3.0,4.0,4.0,3.0,2.0,o,o,o,Sales,Good competitive pay at the time,Long probation period (3 months)
J-Sainsbury,2021-05-21, Customer Service Assistant,"Former Employee, more than 5 years","Southampton, England, England",3,4.0,3.0,5.0,4.0,2.0,3.0,v,x,r,Could be great but always cutting hours,It’s a great job and flexible as a student,Always cutting hours and becomes more stressful overtime
J-Sainsbury,2021-04-07, Deputy Manager,"Former Employee, more than 5 years","London, England, England",1,1.0,1.0,1.0,3.0,3.0,1.0,x,x,x,Dreadful,"6 weeks holiday
No requirement to wear a uniform at Deputy level","Literally everything else about the company, particularly the vile store managers"
J-Sainsbury,2020-11-03, Retail Sales Associate,Former Employee,"London, England, England",1,1.0,1.0,1.0,1.0,3.0,1.0,x,r,x,Horrible company,Pay is decent for the amount you do,So unorganised and do not care about their employees
J-Sainsbury,2020-11-21, Customer & Trading Manager,"Current Employee, more than 3 years","Newcastle upon Tyne, England, England",5,3.0,5.0,5.0,5.0,5.0,5.0,v,v,r,Good company.,"Great pay for what you do. 
Fair company.
Great values. 
Opportunity to grow.",Shifts not great - especially if your work in a convenience store.
J-Sainsbury,2020-10-15, Customer Service Representative,Current Employee,"London, England, England",1,1.0,1.0,1.0,1.0,1.0,1.0,x,r,x,ruddish,"easy job to get and maintain
Good for student to earn a few extra pounds","Not good for the long run.
Find something better quickly
The management gives you little direction and are abusive to some staff (I have seen this)
I hate Sainsburys customers they are pure scum"
J-Sainsbury,2021-04-26, Retail Assistant,"Former Employee, more than 1 year","Duns, Scotland, Scotland",3,3.0,3.0,3.0,1.0,1.0,4.0,v,o,v,Fun place to work,Laid back and understanding managers,"Worst canteen, hours very long"
J-Sainsbury,2021-02-08, Sales Associate,Former Employee,"Barnes, England, England",4,2.0,4.0,3.0,3.0,4.0,2.0,v,r,r,Ok,"Decent pay rate, friendly colleagues, community focused","Short staffed, required to work different shifts and departments at short notice"
J-Sainsbury,2021-01-26, Retail Assistant,"Current Employee, more than 1 year","Nottingham, England, England",4,4.0,3.0,4.0,3.0,3.0,3.0,v,r,r,Great,A Great place to work,Short staffed a lot of the time
J-Sainsbury,2021-03-16, Online Driver,"Current Employee, more than 1 year","Wembley, England, England",5,1.0,1.0,1.0,1.0,1.0,1.0,x,x,x,not a good place to work,good salary and uniform facility,politics inside and not friendly at all
J-Sainsbury,2020-10-15, Customer Service,Former Employee,"London, England, England",4,4.0,4.0,4.0,4.0,4.0,4.0,v,v,v,Great company to work for.,"Good rate of pay.
Flexible hours.
Team mates
Customer oriented.",Less competitive with other supermarkets.
J-Sainsbury,2021-05-21, Customer Service Assistant,"Former Employee, more than 5 years","Southampton, England, England",3,4.0,3.0,5.0,4.0,2.0,3.0,v,x,r,Could be great but always cutting hours,It’s a great job and flexible as a student,Always cutting hours and becomes more stressful overtime
J-Sainsbury,2021-01-29, Brand Strategy Manager,"Former Employee, more than 1 year","London, England, England",4,4.0,5.0,5.0,4.0,4.0,5.0,v,v,v,Great company & team,"Smart, supportive and collaborative people, always willing to help. Worked on really interesting projects. Investment in employee's learning and development was outstanding.",Hard to progress internally as few opportunities at more senior levels.
J-Sainsbury,2021-03-30, Customer Assistant,"Former Employee, less than 1 year","Worksop, England, England",5,4.0,4.0,5.0,3.0,2.0,3.0,v,r,r,Great place to work,Friendly staff. Fair with breaks. Great place to work.,Only on a temporary contract so didn’t get to stay long. Only got discount after 3 months of working there.
J-Sainsbury,2021-04-09, Customer Trading Assistant,"Current Employee, less than 1 year","Belfast, Northern Ireland, Northern Ireland",5,5.0,4.0,5.0,3.0,4.0,4.0,v,r,r,Pleasant,Decent pay good working environment. Friendly staff,Early hours. Boring and tedious.
J-Sainsbury,2020-10-22, Customer Service,"Former Employee, less than 1 year","Nairn, Scotland, Scotland",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Great,"Great bunch of people, flrxible rota, good staff benefits.","None at all, fab place to work at."
J-Sainsbury,2021-01-10, Customer Service Assistant,"Current Employee, more than 1 year","Ayr, Scotland, Scotland",5,3.0,3.0,3.0,2.0,3.0,3.0,v,r,r,Okay,Okay and good work-life balance,"Bad, can't think of much"
J-Sainsbury,2021-05-26, Senior Data Engineer,"Current Employee, more than 1 year","London, England, England",4,4.0,3.0,4.0,3.0,5.0,3.0,v,r,v,"Great tech, great people, too much bureaucracy",Some very smart people to work with and learn from. Surprisingly progressive for a 150 year old company. Lot of great technical experience to be gained.,Overly bureaucratic and heavily process driven. Can be difficult to get anything done without hitting external blockers.
J-Sainsbury,2021-02-12, General Assistant,"Former Employee, more than 1 year","London, England, England",3,2.0,3.0,5.0,4.0,4.0,2.0,v,o,o,Good,"work charge, salary, flexible hours, holiday.",Bad communication between employees and management.
J-Sainsbury,2021-05-19, Online Assistant,"Current Employee, less than 1 year","Manchester, England, England",4,3.0,4.0,4.0,3.0,3.0,3.0,o,o,o,Good place,"Good pay
Overtime available
Unsociable hour pay",Early start times (4am start)
J-Sainsbury,2020-10-08, Pharmacy Assistant,"Former Employee, more than 1 year","Bedford, England, England",5,3.0,3.0,3.0,3.0,4.0,3.0,v,v,r,Great!,Great team - and also the benefits on your food shopping!,"Working part time sometimes it really felt like you wasnt part of the full time, or saw manager as much."
J-Sainsbury,2020-11-03, Service Assistant,"Current Employee, more than 1 year","Edinburgh, Scotland, Scotland",4,4.0,5.0,3.0,3.0,2.0,3.0,v,r,r,Good place to work can be abit boring,"- most of the staff are lovely
- made some really good friends
- pays well for a retail job
- good management in most stores","- routine work
- training can be abit of a pain"
J-Sainsbury,2021-03-21, Department Manager,"Former Employee, more than 8 years","Crayford, England, England",3,1.0,2.0,3.0,4.0,4.0,1.0,x,o,x,Staff and Customers-Good.  Higher Management - Bad,"Discount, Fast Paced. Customers. Lots of work to do.",Long hours expected. Treated very poorly.
J-Sainsbury,2021-02-25, Shop Assistant,"Current Employee, more than 3 years","Nottingham, England, England",5,5.0,5.0,5.0,2.0,1.0,3.0,v,v,v,"Good employer, secure job","- You've got a job for life if you want. You will not be able to be fired unless you do something stupid. 
- Easy","- Some management can be troublesome, but it's not hard to change store if you need to."
J-Sainsbury,2020-11-10, Sainsburys General Assistant,"Current Employee, more than 3 years","Derby, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,o,o,Feedback,Helpful and friendly colleagues at work.,nothing to say about the store.
J-Sainsbury,2021-04-08, Delivery Driver,"Former Employee, less than 1 year","York, England, England",5,4.0,4.0,3.0,3.0,5.0,3.0,v,r,r,good pay and good work,good pay and easy shifts,can get very busy on a Morning
J-Sainsbury,2021-04-01, Online Shopper,"Former Employee, less than 1 year","London, England, England",3,4.0,2.0,3.0,2.0,3.0,1.0,v,v,r,Average,Easy to get the job and get a lot of hours,"The management was rude, 
Night shifts"
J-Sainsbury,2020-11-22, Online Assistant,"Current Employee, more than 5 years","London, England, England",2,4.0,1.0,2.0,1.0,3.0,1.0,x,r,x,Online Assistant,Not a particularly difficult role and a secure job in the current climate (Covid-19) Company benefits are nice.,"Micro managing managers, no feedback culture. Biased promotion of friends."
J-Sainsbury,2021-05-12, Customer Assistant ,Current Employee,"London, England, England",3,3.0,3.0,3.0,1.0,1.0,3.0,x,r,x,Good place to work,"Good sense of community
Lovely manager","Regular pressure to learn new things but get paid the same
Responsibilities are increasing , but the pay remains the same
Feel burnout a lot, as you are constantly running around as we are under staffed
People's jobs at risk with self scan taking over all the tills slowly"
J-Sainsbury,2020-10-13, Delivery Driver,Current Employee,"Bristol, England, England",3,2.0,2.0,4.0,1.0,2.0,2.0,x,r,r,"Awkward shifts, sketchy pay","Fairly easygoing day, only around 20 drops.","Shifts are very random, management expect you to cover lots of shifts. Too many pedantic rules. Underpaid by a few hours every month."
J-Sainsbury,2021-04-18, Sainsburys General Assistant,"Current Employee, more than 5 years","Ashford, Kent, South East England, England, England",5,5.0,5.0,5.0,5.0,1.0,5.0,v,v,v,Customer service assistant,Great team to work with good management,They don’t give bonuses any more
J-Sainsbury,2021-04-30, General Assistant,"Current Employee, more than 1 year","Guildford, England, England",2,2.0,1.0,1.0,1.0,1.0,1.0,x,x,x,Sainsburys Online,Good autonomy. Pay is above minimum wage.,Severe lack of quality management.
J-Sainsbury,2021-01-11, Online Assistant,"Current Employee, more than 1 year","Belfast, Northern Ireland, Northern Ireland",3,4.0,3.0,3.0,3.0,3.0,2.0,v,v,v,Good work home life balance,Get to Work on your own,"Early starts
Might not suit everyone"
J-Sainsbury,2021-03-25, Customer and Trading Manager,Current Employee,"Newbury, England, England",4,3.0,4.0,4.0,3.0,4.0,3.0,v,r,r,Very nice experience to start your career in retail,"Supportive line manager, helpful environment","very much competition, sift wise working hours"
J-Sainsbury,2020-10-28, Food Trading Assistant,"Former Employee, less than 1 year","Edinburgh, Scotland, Scotland",3,3.0,3.0,3.0,1.0,1.0,3.0,v,r,r,Good pay for a student,Decent pay good working environment,lots of work if short staffed (busy periods)
JLL,2021-05-26, Facilities Manager,"Current Employee, less than 1 year","Norwich, England, England",5,4.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Great company to be apart of,"They take care of there employees welfare, put on plenty of training. They appreciate and celebrate achievements.","Working alone at clients premises, so no cover for when I am on leave / sick."
JLL,2021-04-03, Graduate,Current Employee,"London, England, England",5,4.0,5.0,4.0,5.0,3.0,4.0,v,v,v,Great opportunities to grow,Great opportunities to learn and develop. Progressive culture.,Slightly lower salaries than could be earned elsewhere.
JLL,2021-05-13, Data Analyst,"Former Employee, more than 3 years","Norwich, England, England",1,1.0,2.0,3.0,1.0,1.0,1.0,x,x,x,Worse place to work,"People, offices, coffee, fruits, building","Management, training, salary, parking, huddles"
JLL,2021-05-25, Finance Analyst,"Current Employee, more than 1 year","London, England, England",3,3.0,3.0,3.0,4.0,3.0,3.0,o,o,o,Great employer and job prospect,Friendly and flexible environment. Study package is unbeatable,Underpaid compared to some competition.
JLL,2021-01-18, Human Resources Business Partner,"Current Employee, more than 3 years","Bristol, England, England",4,4.0,5.0,4.0,4.0,4.0,5.0,v,v,v,Good Company to work for,"Great Team, Great Career Opportunities, Strong Management Team, Good Benefits, Good Exposure",Before Covid quite a lot of travelling and long hours
JLL,2021-01-27, Marketing Manager,"Former Employee, more than 1 year",Hyderābād,2,4.0,2.0,1.0,2.0,2.0,1.0,o,o,o,Marketing,Nice offices with a good location,Bad management and toxic culture
JLL,2021-02-26, Chartered Building Surveyor,"Current Employee, more than 3 years","Bristol, England, England",3,4.0,3.0,3.0,4.0,3.0,3.0,x,r,r,OK,"Good work life balance, good pension","Time sheets, too much corporate training and platforms which wastes time, high fee targets compared to pay"
JLL,2020-11-16, Finance Manager,"Current Employee, more than 1 year","London, England, England",4,4.0,5.0,5.0,5.0,5.0,3.0,v,v,v,Excellent working environment,"Good work-life balance, benefits are fair, very friendly working environment. Good attention to equal pay and environmental concerns.",Lack of central office in London. Too generous on pay for non-performing senior managers.
JLL,2020-12-03, Anonymous Employee,"Current Employee, more than 1 year","London, England, England",4,4.0,4.0,4.0,4.0,4.0,4.0,v,v,r,In my role for a year,"Great focus on employee training and development, good salary and benefits as well as a flexible working culture",As it's so big wouldn't ever know everyone and not always aligned with processs
JLL,2020-11-24, Project Coordinator,"Former Employee, more than 3 years","London, England, England",4,4.0,3.0,3.0,3.0,4.0,4.0,v,o,o,Flexible Work Environment,Corporate but sociable. Lots of opportunities to network and develop career goals and engage with senior management,"Diverse company however, I didn't come across any employees of a BAME background in senior roles in London."
JLL,2021-04-25, Client Accountant,"Former Employee, more than 1 year","London, England, England",5,4.0,4.0,4.0,2.0,3.0,4.0,o,o,o,Good Company,"Work life balance is great, company cares about its employees, their health etc, benefits are good","Progression, bonuses, pay is not great, Brexit excuse for no increase in salary etc"
JLL,2021-03-24, Marketing Manager,"Current Employee, more than 8 years","London, England, England",5,3.0,4.0,5.0,3.0,4.0,5.0,v,v,v,Marketing Manager,"Global community, stable organization, great culture","too many procedures, slow decision process"
JLL,2021-06-01, Human Resources Advisor,"Current Employee, more than 1 year","London, England, England",3,3.0,4.0,3.0,1.0,3.0,3.0,o,o,o,Review,The people I work with,No clear career path identified
JLL,2021-01-23, Assistant Facilities Manager,"Current Employee, less than 1 year",Bangalore Rural,4,3.0,1.0,5.0,5.0,4.0,3.0,v,r,v,"Good people, many opportunities but poor care for health","Holiday entitlement, easy to move within the company","Very slow and bureaucratic/procedural, makes people work during pandemic although it’s possible to manage the building remotely.
Salary below average."
JLL,2021-01-12, Graduate Surveyor,"Current Employee, more than 1 year","London, England, England",4,5.0,5.0,5.0,4.0,3.0,3.0,v,r,x,Global firm but you can get lost!,"As it is such a huge firm, there is the opportunity to travel and learn a lot.",Being in such a global business means your personal preferences can be dismissed and pushed aside.
JLL,2021-04-04, Consultant,"Former Employee, more than 1 year","London, England, England",3,5.0,1.0,2.0,2.0,2.0,1.0,x,r,x,Average,"Good flexible working but large,",Faceless corporate with outdated attitudes
JLL,2020-11-18, Solution Architect,"Current Employee, more than 1 year","London, England, England",4,3.0,3.0,4.0,2.0,3.0,3.0,v,v,x,Salary,"Great people. 
Great company
Great future",Big company. Career progression is limited in certain roles
JLL,2021-01-02, Building Surveyor,Current Employee,"London, England, England",4,3.0,3.0,3.0,3.0,4.0,4.0,v,r,v,Good,"Good salary and benefits 
Good people to work with
A wide variety of experience working with large institutional funds","Lack of progression
Demanding work environment"
JLL,2021-04-15, Manager,"Former Employee, less than 1 year","London, England, England",2,4.0,2.0,2.0,1.0,4.0,1.0,x,x,x,All over the place with decision-making,"Good salary and benefits
Able to work from home even before it became the norm in 2020
Flexible working
Quite forward thinking for an industry which is traditionally old-school
Genuinely nice people in the team","- Decision-making sometimes very rash with little communication
- Other times, decisions required endless discussion and committees even 
- Lack of autonomy and ownership given to managers from senior leaders and Global
- Senior leaders hired to restructure teams with no experience in the area, then moved across to head another department
- No clear strategy around career development or progression
- New approaches difficult to get past rigid process owners
- Lots of tension between teams, between leaders, which made it impossible to be productive"
JLL,2021-04-07, Senior Surveyor,"Former Employee, more than 3 years","London, England, England",5,4.0,5.0,4.0,4.0,4.0,4.0,v,v,v,Senior,Great team / great work culture / great pension,bonus dependant on wider team performance
JLL,2020-10-12, Personal Assistant,Current Employee,"Luton, East of England, England, England",5,3.0,5.0,3.0,5.0,5.0,3.0,v,r,r,Working at JLL,Great place to work with the ability to progress career and good benefits,Large organisation therefore you can get lost in the system
JLL,2020-10-20, Centre Administrator,Current Employee,"London, England, England",5,5.0,5.0,3.0,3.0,3.0,4.0,v,r,r,Great company to work for,They care about employee wellbeing,Lots of changes of software while there
JLL,2021-01-21, Bid Executive,"Current Employee, more than 1 year","London, England, England",4,4.0,5.0,4.0,3.0,4.0,4.0,o,o,o,Good company to work for,"Fringe benefits, Ethical company, Resources","none, none, none, none, none"
JLL,2021-03-28, Data Manager,"Current Employee, more than 3 years","London, England, England",5,5.0,5.0,5.0,5.0,4.0,5.0,v,v,v,Excellent company to work for,"Fantastic management support;
Very competitive package with many add-ons available;
Good development opportunities available worldwide;
Very responsible and respectful when it comes to employees' work/life balance;
Emphasis on new technologies;
Very inclusive corporate culture;
Sustainability is one of highest priorities on all levels","Heard that some competitors may pay more but just heard;
Sometimes still feels like a corporation."
JLL,2021-03-02, Surveyor,"Current Employee, more than 5 years","London, England, England",4,4.0,5.0,3.0,4.0,5.0,4.0,v,v,v,Great employer,"Great people and a friendly atmosphere in general at the company. Work life balance is reasonable, some late nights but generally it's very reasonable.",Some bureaucracy between departments can make it inefficient.
JLL,2021-02-12, Associate,Current Employee,"London, England, England",3,3.0,3.0,2.0,3.0,3.0,2.0,v,o,r,Good place to work if you're looking to learn,Good graduate training schemes and good projects.,"Political, IT is not great."
JLL,2020-11-11, Operations Manager,"Current Employee, more than 3 years","London, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,JLL is a great place to work,"The people are great, the business is entrepreneurial and there is a real growth mindset. The leadership and team were great at supporting me through my pregnancy and there is a really active parent network.",I can't think of any at the moment!
JLL,2021-04-13, Mso,"Current Employee, more than 3 years","London, England, England",4,4.0,4.0,3.0,4.0,2.0,3.0,v,r,r,Facilities Ops,"Working on great accounts, with great clients/companies","Quite slow progression, not a great wage for London cost of living."
JLL,2020-11-24, Director,Current Employee,"London, England, England",5,4.0,5.0,5.0,5.0,5.0,4.0,v,v,v,Fantastic Business with great opportunities and rewards,Great business covering every aspect of the real estate world. JLL leads the way in new ideas and technologies from around the Globe.,the business is very corporate
JLL,2020-11-29, Receptionist,Current Employee,"London, England, England",4,5.0,5.0,4.0,4.0,4.0,4.0,o,o,o,Enjoying working for them,Nice working environment nice colleagues,Not many opportunities to grow professionally
JLL,2021-01-30, Senior Residential Consultant,"Former Employee, more than 1 year",Calcutta,4,4.0,4.0,4.0,4.0,4.0,4.0,v,v,v,Good name to be on CV,Good company. Lots of stock to succeed in the market,Decision making bureaucratic can take time
JLL,2020-11-02, Associate,Current Employee,"London, England, England",1,4.0,4.0,5.0,1.0,2.0,1.0,x,o,x,Fine but not amazing,MRICS Big firm Good clients Global,"Toxic environment
Some people in senior positions aren't competent
Low compensation"
JLL,2020-10-01, Director,Current Employee,"London, England, England",5,5.0,5.0,5.0,4.0,4.0,4.0,v,r,r,"Ethical, fair, performance driven","- Professional, Ethical, market leader, strong reputation, good place to work","- Can be slow to react due to size
- Agency driven so can be a little silo'd with people looking out for themselves"
JLL,2020-10-07, Senior Director,"Current Employee, more than 10 years","London, England, England",3,5.0,5.0,5.0,3.0,3.0,3.0,x,r,r,Good culture,"Good ethics, flexible work life balance and inclusive",Agency teams are greedy and only look for money rather than long term client growth
JLL,2021-04-27, Anonymous Employee,Former Employee,"London, England, England",1,1.0,1.0,1.0,1.0,1.0,1.0,x,o,x,Low quality,"Extensive databases, good central location, free coffee, allowed to have lunch, market knowledge","Terrible culture, low quality people"
JLL,2021-04-07, Regional Facility Manager,"Current Employee, more than 3 years","London, England, England",4,5.0,5.0,5.0,2.0,4.0,4.0,v,v,v,Good Company,Good working environment and work life balance,"Slow on personal development, sometimes left to stagnate"
JLL,2021-04-22, Accountant,"Former Employee, more than 1 year","London, England, England",3,3.0,1.0,2.0,3.0,1.0,2.0,o,o,o,Ok,Capability for progress in the company,Not very well paid at all
JLL,2021-01-18, Anonymous Employee,"Current Employee, more than 1 year","London, England, England",4,4.0,4.0,4.0,3.0,3.0,5.0,v,v,v,Would recommend,"Great team, always looking to improve on the current proposition",You can sometimes feel a bit isolated from the rest of the company when you're assigned to a client account
JLL,2021-01-27, Client Accountant,"Current Employee, less than 1 year",Pune,5,4.0,5.0,5.0,4.0,4.0,5.0,v,r,r,Great company to work for,Flexible welcoming varied work load,"Fast paced, high work load and under staffed"
JLL,2021-01-18, Surveyor,"Current Employee, less than 1 year","London, England, England",5,4.0,5.0,5.0,5.0,4.0,5.0,v,v,v,Surveyor,"Industry leader, well regarded, friendly and dynamic",Large corporate and average salaries
JLL,2021-04-07, Front of House Manager,"Current Employee, more than 1 year","London, England, England",3,5.0,3.0,3.0,1.0,5.0,3.0,v,r,v,Not bad but not great,"stable job, good salary and working conditions",lack of progress opportunities in the company
JLL,2020-11-30, Contract Negotiator,Former Employee,"London, England, England",1,1.0,1.0,1.0,2.0,4.0,1.0,x,r,x,Avoid if you can,good benefits and nothing else really,"very bad management, long hours, HR not investigating complains properly, no progression, no support from senior directors, too much pressure"
JLL,2021-03-08, Acct Director,Current Employee,"London, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Great Firm,"All sorts, to many to mention",None really worth shouting about on here.
JLL,2020-11-19, Surveyor,"Current Employee, more than 1 year","Birmingham, England, England",5,3.0,2.0,4.0,5.0,3.0,3.0,v,v,v,Surveyor,Good support to further your career and support for extra education,Let's see how they address going back to the office after Covid 19
JLL,2021-06-01, Managing Director,Current Employee,"London, England, England",3,3.0,3.0,3.0,3.0,3.0,3.0,v,v,v,Above average place to work.,Decent comp and benefits. Good work environment.,"Large, bureaucratic, and regionally siloed organisation."
JLL,2021-05-25, Property Manager,"Former Employee, less than 1 year","Manchester, England, England",3,4.0,3.0,4.0,4.0,3.0,4.0,v,o,v,great company who support career development,great team players and great with people,didn't find any really just great people
JLL,2021-02-25, Director,"Current Employee, more than 1 year","London, England, England",3,2.0,1.0,4.0,2.0,2.0,1.0,x,r,r,Senior Management out of touch,Scale of company ensures variation of work,Management outdated and out of touch with employees
JLL,2021-03-17, Senior Project Manager,"Former Employee, more than 1 year","London, England, England",4,5.0,4.0,5.0,4.0,4.0,4.0,v,v,v,Great place to work,"Flexible working was great, wfh",Communication wasn’t great when updating employees
JLL,2021-03-05, Graduate Surveyor,"Current Employee, more than 3 years","London, England, England",5,4.0,4.0,3.0,4.0,3.0,4.0,v,o,v,Leading Real Estate Organisation,"professional support, global exposure to the industry and large client mandates","salary, not enough progression for young employees"
JLL,2021-02-17, Facilities Manager,Current Employee,"London, England, England",5,5.0,5.0,5.0,5.0,4.0,5.0,v,v,v,Great company,Great company to work for,There are not any cons .
Jaguar-Land-Rover,2021-01-17, Senior Finance Manager,"Current Employee, more than 5 years","Coventry, England, England",3,3.0,1.0,3.0,4.0,4.0,2.0,o,r,o,Great benefits (cars) but culture questionable,"- Car scheme at senior managemer level a huge plus (one free every year plus one preferential lease each year)
- DC ER contribution (10%) excellent","- culture within finance is not inspiring
- leadership in finance is stale and not good at managing or developing their people"
Jaguar-Land-Rover,2021-04-29, Production Worker,"Current Employee, more than 1 year","Speke, England, England",3,4.0,1.0,2.0,1.0,2.0,1.0,v,x,x,"good cash, thats it.","money was very good, thats all",every moment in the factory
Jaguar-Land-Rover,2021-04-14, Group Leader,"Current Employee, more than 5 years","Honiley, England, England",3,4.0,1.0,2.0,5.0,5.0,1.0,v,v,r,Could be better if managed better.,"Fen End EVO. Good working conditions, good pay.","Fen End EVO. Workshop is poorly managed, management not transparent, very institutionalized, no process improvements when required just finger pointing, no performance reviews, no progression support."
Jaguar-Land-Rover,2021-03-18, Business Analyst,"Current Employee, more than 8 years","Gaydon, England, England",4,4.0,3.0,3.0,3.0,4.0,3.0,v,v,r,Progression,"Solid company to have on your CV, decent pay",Alot of it is who you know rather than what you know...hiring management cab sometimes (not always) know who they want regardless of the application process
Jaguar-Land-Rover,2020-10-14, Automotive Technician,Current Employee,"Sudbury, MA",3,1.0,2.0,2.0,3.0,3.0,3.0,x,x,r,Jlr tech,The better the technician the more money you can make,"Long hours, hard labor, chaotic environment"
Jaguar-Land-Rover,2021-01-14, Cost Engineer,Former Employee,"Gaydon, England, England",4,4.0,3.0,4.0,4.0,4.0,4.0,v,r,v,Good company,Good pay holiday and bonuses,Management could be better at executing vision
Jaguar-Land-Rover,2021-01-13, Test Manager,"Current Employee, more than 5 years","Warwick, West Midlands, England, England",3,4.0,3.0,3.0,3.0,2.0,2.0,o,o,o,Good,"Job Satisfaction, work life balance",Management not efficient and don't recognize talent
Jaguar-Land-Rover,2021-03-22, Facilities Manager,Current Employee,"Solihull, England, England",3,4.0,1.0,1.0,1.0,2.0,1.0,x,r,v,Jaguar Land Rover,Strong brand with great product,Inconsistency through management decisions with all that means
Jaguar-Land-Rover,2020-10-06, Project Manager,"Current Employee, more than 5 years","Coventry, England, England",5,4.0,5.0,5.0,5.0,5.0,4.0,v,v,r,Great Company to Work For,Really look after their employees.,Nothing that really springs to mind.
Jaguar-Land-Rover,2020-11-28, Senior Manufacturing Engineer,Current Employee,"Wolverhampton, England, England",3,1.0,2.0,4.0,3.0,4.0,2.0,x,r,v,"Challenging in the right way, mostly","Manufacturing Director has a good Lean vision
Keeps the basics to heart
Company has been turned around to profitable in past couple of years","Anyone showing any sign of talent gets work piled on them
Cost cutting measures seems to have no end in sight, arguments over smallest expenses
Not enough skilled technicians to carry out complex changes"
Jaguar-Land-Rover,2021-01-12, Lead Engineer,Current Employee,"Royal Leamington Spa, England, England",5,4.0,4.0,5.0,4.0,3.0,4.0,v,o,r,Diverse and fast paced,"Big network
Learning opportunities
Variety of responsibilities","Competitive
Big company politics
Can be a lot of admin"
Jaguar-Land-Rover,2020-12-03, Design Engineer,"Former Employee, more than 1 year","Coventry, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,v,v,Beat place I’ve ever worked for,Loads of training and access to good career path,Process and procedures take forever
Jaguar-Land-Rover,2020-10-27, Senior Category Manager,"Current Employee, more than 3 years","Coventry, England, England",3,2.0,2.0,4.0,4.0,3.0,3.0,v,x,v,Senior Category Buyer,"Pride in the brand, Focus on development",Working Environment can sometimes be poor
Jaguar-Land-Rover,2020-12-01, Buyer,"Current Employee, more than 3 years","Gaydon, England, England",4,5.0,4.0,5.0,2.0,4.0,3.0,v,r,r,Good Company to start a career with,"Good benefits, Flexible working hours, some talented people to learn from and great place to understand how automotive businesses operate.",Slower career progression with limited opportunity to internal employees.
Jaguar-Land-Rover,2021-04-14, Finance Manager,"Current Employee, more than 3 years","Gaydon, England, England",3,2.0,3.0,1.0,2.0,3.0,2.0,v,r,r,Good place to work with good benefits but little career progression,JLR has a good culture and dedicated employees who care about the Company,"Long hours, poor HR dept"
Jaguar-Land-Rover,2021-04-15, Quality Manager,Current Employee,"Coventry, England, England",5,5.0,4.0,5.0,4.0,4.0,4.0,v,v,r,Great place to work,"Great place to work, good learning overall",slow down nowadays due to market conditions
Jaguar-Land-Rover,2020-11-23, Automotive Technician,Current Employee,"Atlanta, GA",2,1.0,1.0,1.0,1.0,1.0,1.0,x,o,x,overworked is an understatement,"you get to be one of the many numbers of bodies taking up space, fighting for work that may pay halfway decent","they don't enforce pandemic safety protocols while expecting you to turn 30+ hours a day in only one stall with no help, back up or parts all while reducing the average time paid on jobs while just increasing the cost to the customer as well as hiring more, unnecessary managers who only contradict each other in a race to the bottom"
Jaguar-Land-Rover,2021-02-25, Manufacturing Engineer,"Former Employee, more than 5 years","Gaydon, England, England",4,3.0,3.0,3.0,2.0,4.0,1.0,v,r,r,Great team with bad management,"Great team work experience
Challenging but rewarding",Management don’t have a clue
Jaguar-Land-Rover,2020-12-21, Technical Services,"Former Employee, more than 3 years","Mahwah, NJ",2,2.0,3.0,5.0,1.0,4.0,1.0,x,o,o,No Advancement,"Good benefits
When in the office, there is a cafeteria and gym for employee use
Depending on department- there is flexibility in work arrangements","Constant turnover due to poor management
Staffing cuts have had a detrimental effect on product quality
Metrics are more important than employee quality
Company would rather bring in new employees than allow internal advancement"
Jaguar-Land-Rover,2020-11-23, Vehicle Package Team Leader,"Current Employee, more than 5 years","Gaydon, England, England",3,2.0,1.0,2.0,3.0,3.0,3.0,x,r,x,"Good pay, slow decisions, unpleasant working environment",The salary and management car scheme,The working environment is fairly toxic.
Jaguar-Land-Rover,2021-02-10, Project Engineer,"Current Employee, more than 3 years","Gaydon, England, England",4,4.0,4.0,5.0,2.0,4.0,2.0,v,r,v,Good place to start your carreer,"training, flexible hours, pension scheme, bonus, starting salary, stability","management, healthcare, communication, difficult to make changes"
